text,source_dataset,source_subdomain,original_label,stratum,data_id
"Мы хорошо живем, у нас всё есть, через два года переедем в Кудрово ближе к Питеру.",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности;защитные факторы/наличие целей, планов на будущее, любимого дела",presuicidal_multilabel_bsp,51f4bd6c865c40dfa06c89781d5d441f-16
"Проучившись там 1, 5 года, я ещё больше убедилась, что мне совершенно не подходит эта профессия, что у меня нет к ней никаких способностей и всё таки забрала документы, родителям сообщать не стала.",presuicidal,,нерелевантный,presuicidal_monolabel_long,75a2c9b18c8041e8b2b5235c726b9162-7
"Родители привыкли меня опекать, мне 26 лет, но они не слышат чего хочу я, они всегда хотят навязать мне свое мнение.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,e4771e1bea2e459589b3f9e8b39d6998-2
"Мысли о суициде появились как-то спонтанно, а 19 я уже пыталась повеситься, я была одна дома, но это не удалось, к сожалению.",presuicidal,,клинические проявления/попытка суицида в прошлом,presuicidal_monolabel_long,78f0a6ab0ccc4c398a6b6c99b0349d46-17
"Меня раньше как-то мало заботил мой статус, финансовое состояние и т. п. Сейчас я на самом дне, с которого можно и не подняться.",presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_monolabel_long,85430ccb111147faa98c74ec039aae45-137
на протяжении беременности я уже почуствовала себя мамой я разговаривала с малышом на тот момент я не знала что там мальчик)но каким то оброзом называла его Аланчик)мой малыш.,presuicidal,,защитные факторы/наличие позитивных социальных связей,presuicidal_monolabel_long,49dfadde6f834044a404e47e4539f299-34
"Но в последнее время эта мысль все чаще появляется в моей голове и меня это сильно пугает, пугает то, что сорвусь и сделаю это, возьму лезвие и.",presuicidal,,смерть/мысли о смерти,presuicidal_monolabel_long,940cc949fc7f46a5b7249fd536e69916-3
"Единственная мысль, которая всегда со мной, никогда не покидает меня она, а мысль эта о самоубийстве.",presuicidal,,смерть/мысли о смерти,presuicidal_monolabel_long,a6b62a903b2e4669b4363ae1db19ca08-3
"Мне 24, возраст для того чтобы радоваться жизни, но у меня всё не так. Когда я был маленьким, я всегда любил гулять, были друзья, про школу не забывал.",presuicidal,,"чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_monolabel_long,148e2d7e71b7411d8d2eee94d42b5c71-0
"У меня нет опыта в общении, не когда не общался с противоположным полом, и со своим тоже.",presuicidal,,нерелевантный,presuicidal_monolabel_long,164ffa50ef26459aa71a98c0a70e7083-41
"И опять получилось, что произошло это у меня на глазах, я ездила с ней в больницу, помогала врачам делать все процедуры, а она всё шептала, что умирает, а я все н хотела слушать.",presuicidal,,"смерть/смерть, несчастный случай или суицид близких",presuicidal_monolabel_long,f8c20c04943848f4abf33e2695893e9c-10
"Но сейчас при малейшей оплошности мама угрожает тем, что снова отправит меня к бабушке и отберет собаку и интернет( А я от него зависима.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,530e3003e0c648a48f7bd88a8ca50850-33
"Дело в том, что я постоянно переживаю за свои прошлые какие-то ошибки, поступки, осознаю то, что неправильно тогда поступала, постоянно мучаю себя, зачем?",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_monolabel_long,8603c51d7a134c3382d62215c6a5c909-1
"Но мысль о том, что я осталась на второй год, что все думают, что я уехала лишь бы избежать позора не оставляет меня.",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_monolabel_long,4c48db586fdc4ad880fce482181a6b3b-26
"Не правильно это хоронить своих детей, он был для меня всё, а как теперь дальше без него?",presuicidal,,"смерть/смерть, несчастный случай или суицид близких",presuicidal_monolabel_long,d1acc0f4f7344c43ad0bcbb732c46397-5
"Маме никогда нет до меня дела, она вечно на работе и ее поддержку и любовь я не получаю.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,887686ab9e704526ae395264b6154e31-16
"Я чувствую себя среди людей не в своей тарелке, но было бы слишком просто списать это на социофобию, ведь с теми, кто был раньше, с друзьями было с самого начала легко и не страшно, просто все они - не те.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_monolabel_long,6320763667f840f89851aa649738f42e-12
"Вижу счастливые картины мира где меня никогда не было, прописываю всё до мелочей, портреты, характеры, случаи и всё лучше чем со мной!",presuicidal,,нерелевантный,presuicidal_monolabel_long,e962ad886ced454db3b6b14461a6046d-84
"Я познакомился с ее родителями, на которых, как она мне сказала, я произвел очень хорошее впечатление.",presuicidal,,нерелевантный,presuicidal_monolabel_long,47f9e6956b354708b26a28888b27d6f4-9
"Маму она не любила (по словам мамы) и разговорам бабушки с мамой;Когда я вернулась жить с мамой, мне было сложно.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,ccca495eb5e747cd9e61af3b78a14d55-15
"У меня мягкий характер, я веселая, общительная, но не навязчивая, всегда всем помогаю, пытаюсь поддерживать и никогда не сделаю никому плохого.",presuicidal,,защитные факторы/позитивная самооценка,presuicidal_monolabel_long,df32b36940c9445591f3ee80578db78b-10
"В общем немного о себе, я тот человек, который когда то был очень позитивен, заряжен на все 100% и главное УВЕРЕН в себе.",presuicidal,,защитные факторы/позитивные установки,presuicidal_monolabel_long,e0656252eda04b2994dcec392291c526-1
"И я понимаю что лучше уже не будет, что каждый мужчина который будет появлялся в моей душе, будет поступать так же.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_monolabel_long,13c62b1d928d45058ddf489a84369f64-3
"Помог один знакомый врач, который как раз позвонил в тот момент, когда уже резала руку( врач - психиатр) После мы с эти молодым человеком виделись одни раз. Я понимала, что не получу желаемого от него, он ко мне ничего не чувствует.",presuicidal,,деструктивное поведение/самоповреждение,presuicidal_monolabel_long,74087344a1c045b4bc030d7a5dfb3a29-9
"Мне плохо от того, что я такая эгоистка, что слабая, думаю только о себе, о том, что никогда не смогу выучиться 4 года, ведь там надо стараться, а я. Так хочется покончить со всем, чтобы больше не было всего этого.",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_monolabel_long,035a4161de504bf4855e8026d19a9e87-7
"Это продолжалось два месяца, я похудела, выпали волосы, я не знала, как выйти из этой ситуации и что делать, ведь его вещи были ещё у меня.",presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_monolabel_long,a98a6bfca14c48eb8a0e9a3244d8d54c-19
"а ведь я знаю что я хорош, и могу добиться расположения ЛЮБОЙ дамы любой непикап нет это все, я умею общаться с людьми.",presuicidal,,защитные факторы/позитивная самооценка,presuicidal_monolabel_long,2e1e867fe25740f686b8fed09d5f340c-45
"Мой молодой человек не знал, что я их принимаю тоже, поэтому мне никто не объяснил, что после их приема, развивается зависимость и если их не принимать будет жестокая ломка( как от героина.",presuicidal,,деструктивное поведение/алкоголь и наркотики,presuicidal_monolabel_long,72987d30e89247ab938bcffe882a123d-3
"Да и меня особо не волнует, то что я никому не нравлюсь, раздражают всякие советы типа ""найдёте того, кто полюбит вас такой какая вы есть, не всем парням нравятся худые"" и т. д. Мне это не надо.",presuicidal,,"чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",presuicidal_monolabel_long,89f88d5dd26440469937c39c12eb0f1e-12
"Когда я еду в метро, я представляю, в какой бы момент я бы взорвал бомбу, будь она у меня, и чем бы я её начинил, в каком бы месте расположил, или взорвал бы её вместе с собой.",presuicidal,,смерть/мысли о смерти,presuicidal_monolabel_long,21bb0d37b4954a8985198f808f9ba4cc-65
"Неделю назад говорила бывшей однокласснице ребенка - мол, не слушай других, ты имеешь право скорбеть столько, сколько надо, никто не может решить за тебя, сколько тебе нужно времени, дай себе это пережить.",presuicidal,,нерелевантный,presuicidal_monolabel_long,1ae5578a6b0b488abab1d70cab343838-0
"Я начинающая певица — певица позвольте заметить без капитала но со знаниями умнием и талантом, правда с угасающей со временем харизмой, но задором в глазах.",presuicidal,,защитные факторы/позитивная самооценка,presuicidal_monolabel_long,d7a3961c02b34e70a2023b57bd1e60f1-0
"Я до сих пор думаю, что однажды могут позвонить и сказать, что это была ошибка, что она жива на самом деле.",presuicidal,,"смерть/смерть, несчастный случай или суицид близких",presuicidal_monolabel_long,bf9961c4c9a74fb8bb272301d7c3dce8-34
"Создавать семью не имеет смысла, ибо дети, которых я любить все равно никогда не буду, умрут, как и я, а все что материально, конечно же, не вечно.",presuicidal,,другое/деструктивные установки,presuicidal_monolabel_long,28a29048bbc54b8a9257308329a4da48-13
"от безденежья, правда я понимаю, что некоторые живут еще хуже, но иногда мне кажется, что единственное правильное решение умереть.",presuicidal,,"другое/проблемы с деньгами (нищенство, долги)",presuicidal_monolabel_long,809001c4fc7a44dcbd3425baa66a597e-5
"Я вырос в обстановке религии( а вот именно православия, но однако видя как живет лучше допустим человек, на 2 класса ниже меня, то подумываеться-'а правда ли и логично что говорят религиозные люди, тоже самое о внешности-почему у моего друга, имеющего 3 балла по украинской аттестации по всем точным наукам( говорят лучше голова на плечах, но это смешно в жестокой жизни, очень много девушек в его 15.",presuicidal,,"чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",presuicidal_monolabel_long,97149ccf828843c5b518f0c8d336274c-6
"Друзей не особо много, поэтому не думаю, что с моим уходом они будут сильно горевать, мать говори, что я одна сплошная ошибка и то, что рада беременности, так как это ребёнок будет лучше.",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_monolabel_long,0c03a6e93c1b4ee585ab6e3b8e0b721f-4
"А еще на фото моего класса на пиксельный фотик Мне сегодня 17, и я этого совсем не ощущаю, это странно чуть-чуть Но в целом день был чудесным!",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности",presuicidal_monolabel_long,2d8d7c8e27cd4f38ad899f4b50a3b376-1
"Может у меня и нет таких ярких причин для самоубийства, но я все-таки хочу рассказать, почему я так хочу умереть.",presuicidal,,смерть/мысли о смерти,presuicidal_monolabel_long,5cf0f23a1632496e9aad2dbd39df9e15-0
Мне стали снова приходить мысли о самоубийстве.,presuicidal,,смерть/мысли о смерти,presuicidal_short_simple,0f42eb3918c6471d9440c84a669d0adc-5
Каждый день на меня орут просто по пустякам!,presuicidal,,"чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",presuicidal_short_simple,c44f1b85b7bc4c18bc893578c93a8e15-1
"Окей, все таки мне нравится эта перчаточка",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности",presuicidal_short_simple,d99d9f8912a24651a1ba616d8b1c04d5-0
Мне очень нравились эти профессии.,presuicidal,,"защитные факторы/наличие целей, планов на будущее, любимого дела",presuicidal_short_simple,6a1d9c76352f4ab7953156d7eb8b0519-32
"Учусь я хорошо, без троек.",presuicidal,,защитные факторы/позитивная самооценка,presuicidal_short_simple,07ab1bfa291d4996bdc370ccb45479b6-9
Я боюсь доверять людям мне недавно исполнилось 17!,presuicidal,,"клинические проявления/тревожность, страх, фобии",presuicidal_short_simple,428bee3f6ad44668946f37bb7c79df8b-1
Я доволен?,presuicidal,,нерелевантный,presuicidal_short_simple,100fa7640d47475c8ec1000051a2c5cd-3
мне сниться мой умерший ребенок.,presuicidal,,"смерть/смерть, несчастный случай или суицид близких",presuicidal_short_simple,28dbb94164444db69fd5fd7b5570b66c-29
Есть у меня еще одна довольно-таки серьезная проблема.,presuicidal,,нерелевантный,presuicidal_short_simple,d4d7acb23d85436cb7385bbfa8bee5bd-23
О самоубийстве я думаю уже давно.,presuicidal,,смерть/мысли о смерти,presuicidal_short_simple,d2aabd9d8fe04a52922b53ee13e7982c-0
Я утратил весь интерес к жизни.,presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_short_simple,d69b3322c6b54d059c774cbc72951f8d-7
Мы расстались летом 2007 года.,presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_short_simple,72adf2980f094ffea7643b3efd2500fd-0
Мой первый парень от которого сделала аборт в 16 лет.,presuicidal,,"проблемы в семье/трудности с беременностью, аборт, выкидыш",presuicidal_short_simple,4ce90934216645e1b49cac879e82ec13-19
через 28 дней мне исполниться 16 лет.,presuicidal,,нерелевантный,presuicidal_short_simple,017486df65ee4a8b90881fea0115b669-23
Еще я оченьрассеяна.,presuicidal,,нерелевантный,presuicidal_short_simple,0a98929c89484c6095e1d8dd3cf5ddba-7
В первом классе меня все любили всем мальчикам я нравилась.,presuicidal,,защитные факторы/позитивная самооценка,presuicidal_short_simple,b5004400c5f34b39ad85132a63a173a6-4
Именно тогда я попыталась убить себя.,presuicidal,,клинические проявления/попытка суицида в прошлом,presuicidal_short_simple,7eb5564332b6468ca1daef660f59e151-12
"Я в глазах большинства людей ""выгляжу злой"".",presuicidal,,"чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",presuicidal_short_simple,6a90f9f2d86d470d946bc5359434275e-50
Я искал в интернете легкий способ смерти.,presuicidal,,смерть/мысли о смерти,presuicidal_short_simple,e96c5d895bd340889eb813b255f5e1a4-2
"Щит совмещает две функции — он защищает бойца от традиционных угроз (таких, как камни, палки и ножи) и при соприкосновении с противником наносит элетрошоковое воздействие, вызывающее кратковременный шок.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"По словам специалистов, BabaYaga состоит из двух модулей: один внедряет спам в уязвимые сайты, а второй — модуль бэкдора — позволяет злоумышленникам контролировать зараженную страницу в любое время.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"По данным обвинения, летом 2016 года он грозил депутату Госдумы Юрию Напсо опубликовать компрометирующие материалы, если тот не выплатит 150 тысяч рублей.",solyanka,lenta,no_emotion,solyanka_lenta_long,
Однако поймать злоумышленников так и не удалось — спустя 25 минут преследования трое подозреваемых бросили свой автомобиль и сбежали.,solyanka,lenta,no_emotion,solyanka_lenta_long,
"Весь год, пока ресторан был закрыт, он вместе с помощниками ездил по скандинавским странам и искал редкие традиционные блюда: «от странных растений и ракушек до рыбьих глаз».",solyanka,lenta,no_emotion,solyanka_lenta_long,
"56-летнего мужчину, проработавшего на заводе 38 лет, арестовали в мае после того, как один из сотрудников заметил странный порошок на своей еде.",solyanka,lenta,no_emotion,solyanka_lenta_long,
Около тысячи клиентов российского «Натали Турс» пострадали из-за непогашенных долгов туроператора перед турецким партнером — принимающей компанией Peninsula Tours.,solyanka,lenta,no_emotion,solyanka_lenta_long,
"Его твит приобрел вирусный эффект, и о том, что американец собирает смешные русские мемы, узнали в России.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"В Испании мужчина предстанет перед судом за то, что изнасиловал собственную 15-летнюю дочь и двух ее подруг под предлогом изгнания злых духов.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"Фанаты британского видеоблогера Элисон Чаблоз (Alison Chabloz), обвиненной в антисемитских публичных высказываниях, пригрозили смертью судье Джону Зани (John Zani).",solyanka,lenta,no_emotion,solyanka_lenta_long,
"Кроме того, в США призывают отказаться от выражения «публичного одобрения в адрес Владимира Путина как главы государства, принимающего турнир».",solyanka,lenta,no_emotion,solyanka_lenta_long,
"Всем, кто пытается выместить свою ярость в сообщениях: успокойтесь, я их даже не открываю», — отметила Папен.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"При этом он считает странным это решение, так как «Северный поток-1» проходит как раз в территориальных водах Дании (страна имеет выход к Северному и Балтийскому морям).",solyanka,lenta,no_emotion,solyanka_lenta_long,
"В пресс-службе УМВД по Екатеринбургу журналистам рассказали, что в дежурную часть уже поступило заявление, и теперь сотрудники устанавливают личность злоумышленника.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"«Речь идет о большой группе злоумышленников, совершивших несколько заказных убийств и покушений на убийств в городе Киеве.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"Очевидцы рассказали в ролике, что многие чувствовали себя плохо, некоторые плакали, а кислородные маски не работали во время инцидента.",solyanka,lenta,sadness,solyanka_lenta_long,
"Украинский народ, помня, какие жертвы принесла ему эта война, никогда не простит этого и будет мстить.",solyanka,lenta,anger,solyanka_lenta_long,
"Мем под названием «неверный парень» приобрел популярность летом 2017 года: пользователи сети обнаружили в фотобанке странный снимок, на котором парень, идущий за руку с одной девушкой, похотливо засматривается на другую.",solyanka,lenta,surprise,solyanka_lenta_long,
"Это было странное ощущение: волосы на спине, шее и лице встали дыбом», — отметил он.",solyanka,lenta,fear,solyanka_lenta_long,
"«В изменяющейся политической и экономической обстановке стремительно возрастает значение и актуальность таких форматов, как ""Большая двадцатка"", где Россия принимает активное участие», — пояснил он.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"Международная аналитическая компания YouGov провела опрос, в результате которого был составлен рейтинг самой ужасной одежды, по мнению жителей Великобритании.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"Мужчина утверждает, что не был напуган поведением хищника, так как гид объяснил ему, что животное поело: за несколько метров от остановки они видели растерзанную импалу.",solyanka,lenta,no_emotion,solyanka_lenta_long,
"«Он чешет им животики и гладит по голове, — Поразительно, что все эти кошки, которые нас даже близко не подпускают, сразу тянутся к нему.",solyanka,lenta,surprise,solyanka_lenta_long,
"Мы можем изучать и вопросы о том , как различные страхи влияют на осанку , и вопросы о том , как именно отсутствие смирения приводит к потерям при планировании в промышленности .",solyanka,lj,no_emotion,solyanka_lj_long,
"И вот сейчас на Параде Победы знаменная группа несет два флага , которые , как мне кажется , смотрят друг на друга , по меньшей мере , с недоумением .",solyanka,lj,surprise,solyanka_lj_long,
"Рвется вопль из водной бездны Бесполезный :« Не покиньте раб смиренных В долах пенных !» Если выглянешь из лодки В миг короткий , Всюду прикоснется взор твой К рыбе мертвой .",solyanka,lj,no_emotion,solyanka_lj_long,
"Коммуна отпускает человека , не исторгая его , не истерично , а со светлой печалью , с надеждой , с верой в него , его силы .",solyanka,lj,no_emotion,solyanka_lj_long,
"Альтруистический подход позволяет избавиться от причин уныния – он дает возможность взглянуть на них более широко , и тогда им уже не под силу вас обескуражить .",solyanka,lj,no_emotion,solyanka_lj_long,
"Могу предположить , что если вы напишите очень аккуратный и осторожный ( это важно ) пост с вопросом про личный опыт дискриминации – результаты вас крайне удивят .",solyanka,lj,surprise,solyanka_lj_long,
"Я полностью восстановился от своей травмы и буду бороться за то , чтобы стать первым в истории спортсменом , пробежавшим марафон быстрее 2 : 03 . """,solyanka,lj,no_emotion,solyanka_lj_long,
"Мне же на эту тему даже не анекдот , а шуточная песня « Сектора Газа » сразу вспоминается : По лестнице с тобой поднялись в час ночной , Ты всунула свой ключ в замок .",solyanka,lj,joy,solyanka_lj_long,
"Удивительно , но почему-то с начала 19 - го до конца 20 - го века никто это связно объяснить не мог , и все высказывания религиозных людей оставались где-то на уровне спекуляций в духе « человек должен Богу » .",solyanka,lj,surprise,solyanka_lj_long,
"Потом испытали ( прошли по мосту всей командой , в ногу , громко топая ) и сказали :"" Теперь тут могут любить друг друга 500 пар одновременно "" .",solyanka,lj,no_emotion,solyanka_lj_long,
"Паулюс , этот теоретик - размазня , неспособный к практическим действиям , сдавшийся , прежде чем было принято формальное решение , заставил своих спасителей попусту терять время , ожидая его .",solyanka,lj,anger,solyanka_lj_long,
"Сам - то я , начитавшись , оставил тачку на прокачку недалеко от исторического центра , но даже пешим порядком был удивлён , насколько зетеэлистый город .",solyanka,lj,surprise,solyanka_lj_long,
"Это было удивительно - при всем многообразии рейсов "" Сапсана "" из Санкт-Петербурга в Москву мы оказались в одном и том же поезде , в одном вагоне и места были рядом .",solyanka,lj,surprise,solyanka_lj_long,
"Высший уровень воплощения украинского врага - бандеровцы , русоненавистники , грозящие всем русскоговорящим резней , или , того хуже ,« Гейропой » и неизбежным растлением .",solyanka,lj,anger,solyanka_lj_long,
"Если вы в панике резко снимете с предохранителя , то наверняка опустите его до упора и поставите , тем самым , в режим одиночного огня .",solyanka,lj,no_emotion,solyanka_lj_long,
"Народ кипятком писает , но мы решили , что в Перу и так хватает погружения в древнюю цивилизацию : горячая вода не везде , по утрам встаешь с петухами , а они на тебя орут , представляете ?",solyanka,lj,surprise,solyanka_lj_long,
"Уровнем ниже этих умов , наделённых выдающимися способностями , но , тем не менее , нормальных , пасётся огромное стадо обычных существ , не отличающихся никакими талантами .",solyanka,lj,no_emotion,solyanka_lj_long,
"Начался обратный отсчёт перед стартом , в котором должны были принять участие все страны ; каждая на свой лад и иной раз неосознанно вносила свой вклад в сборку механизма , из которого должен был возникнуть новый мир .",solyanka,lj,no_emotion,solyanka_lj_long,
"Да и самим жильцам : наверняка ведь и вам хоть раз случалось по запарке или с устатку подойти не к тому дому — и в лучшем случае удивляться , почему домофон не реагирует на ключ ?",solyanka,lj,surprise,solyanka_lj_long,
экономика душит меня! !!,solyanka,social_media,"anger,sadness",solyanka_social_media_multi,
"боюсь, родители не отпустят меня в питер. хотя похоже всё так и будет :с",solyanka,social_media,"fear,sadness",solyanka_social_media_multi,
"он полностью мне подходит... в нас сколько общего,что это пугает... но чувства...их нет...и это главная проблема(((",solyanka,social_media,"fear,sadness",solyanka_social_media_multi,
"в очередной раз убеждаюсь, что просьба фолловить обратно абсолютно отвратительна. только говнари так делают",solyanka,social_media,"anger,disgust",solyanka_social_media_multi,
отвратительное. спасибо сестре. огромное спасибо >< очередное воскресенье с настроением в днище. что может быть лучше?,solyanka,social_media,"disgust,sadness",solyanka_social_media_multi,
завтра походу будет ужасный день(,solyanka,social_media,"fear,sadness",solyanka_social_media_multi,
"так паршиво, когдв человек опускается на твоих глазах",solyanka,social_media,"disgust,sadness",solyanka_social_media_multi,
"не любишь ты меня,падло:(((*(*:??*::;%?*(:*()?97890768679",solyanka,social_media,"anger,sadness",solyanka_social_media_multi,
"бесят мужики, которые идут по дороге и харкаются, смаркаются, а ты значит обходи это все. в глаз себе харкани мудила ебаная",solyanka,social_media,"anger,disgust",solyanka_social_media_multi,
аж плакать хочется:(,solyanka,twitter,sadness,solyanka_twitter_short_simple,
"Огромного счастья тебе, родная!",solyanka,twitter,joy,solyanka_twitter_short_simple,
"везде, это полное кидалово ) мстить буду ск!)",solyanka,twitter,anger,solyanka_twitter_short_simple,
)у меня паника))),solyanka,twitter,fear,solyanka_twitter_short_simple,
имя которого боишься называть,solyanka,twitter,fear,solyanka_twitter_short_simple,
/ Я фанат странных незнакомцев )))))),solyanka,twitter,joy,solyanka_twitter_short_simple,
начнем с того что меня привлекает такое как суицид.,presuicidal,,смерть/мысли о смерти,other,b52ab00e3e454a56a0b722df69f81bda-3
"сейчас мне 20. конечно, за всё это время были и счастливые моменты.",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности",other,d31ea9f417e54f459652ccdf676bd55a-2
Может мне лучше не жить?,presuicidal,,смерть/мысли о смерти,other,5ef0d4d12f284f26ab6633930b531be8-9
почему в свои 14 лет я должна думать о самоубийстве!,presuicidal,,смерть/мысли о смерти,other,c0b2315873ac4b64bee92cd56725afeb-18
Ненавижу( все достали даже своё дэрэ отпраздновать боюсь да я всего боюссь(((,solyanka,twitter,"anger,fear",other,
мой странный юн вам не нравится :-------) в био бл посмотрите :-----------),solyanka,twitter,joy,other,
"На что она мне дала ясно понять, что я назойливый и плаксливый мудак.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",other,3960eb91e62f400e8c7911b57ce9569e-32
"Что странно вернул меня и стал совсем другим человеком:ласковый, романтичный, нежный.",presuicidal,,защитные факторы/наличие позитивных социальных связей,other,eab2ce0ca77a4ef5bbf4cc50d7b7bf39-6
"В семье меня может и любят, но все свои ""психи"" срывают на мне.",presuicidal,,проблемы в семье/сложные отношения с родственниками,other,8fa8291cb8534390a9810086fa33a852-2
"Даже описывать не буду, как мне стыдно за будущий поступок.",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",other,6488d131fc664776af126e786f3267ae-31
